Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32359124,01/07/2016 11:47:00 PM,,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10032,2228 AMSTERDAM AVENUE,AMSTERDAM AVENUE,W 170 ST,EDGECOMBE AVE,,,ADDRESS,NEW YORK,,N/A,Open,,,,12 MANHATTAN,MANHATTAN,1002021,245847,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84145054672216,-73.9357734631567,"(40.84145054672216, -73.9357734631567)"
32365771,01/07/2016 11:46:43 PM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11230,1155 OCEAN AVENUE,OCEAN AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,Precinct,Assigned,01/08/2016 07:46:43 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 01:36:42 AM,14 BROOKLYN,BROOKLYN,995916,170310,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63413049519643,-73.95796865715451,"(40.63413049519643, -73.95796865715451)"
32361818,01/07/2016 11:46:18 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10033,4180 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 MANHATTAN,MANHATTAN,1001431,248181,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.847857858086584,-73.93789981350722,"(40.847857858086584, -73.93789981350722)"
32361943,01/07/2016 11:45:18 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,627 EAST  222 STREET,EAST  222 STREET,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 BRONX,BRONX,1021891,262252,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.88641491035007,-73.86386883279008,"(40.88641491035007, -73.86386883279008)"
32361366,01/07/2016 11:45:12 PM,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11413,141-22 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,,,,,ADDRESS,Springfield Gardens,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 QUEENS,QUEENS,1051808,183819,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67095966777726,-73.75646108602936,"(40.67095966777726, -73.75646108602936)"
32360313,01/07/2016 11:45:12 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11413,141-22 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,,,,,ADDRESS,Springfield Gardens,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 QUEENS,QUEENS,1051808,183819,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67095966777726,-73.75646108602936,"(40.67095966777726, -73.75646108602936)"
32360324,01/07/2016 11:45:12 PM,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11413,141-22 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,,,,,ADDRESS,Springfield Gardens,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 QUEENS,QUEENS,1051808,183819,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67095966777726,-73.75646108602936,"(40.67095966777726, -73.75646108602936)"
32365767,01/07/2016 11:45:11 PM,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11413,141-22 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,,,,,ADDRESS,Springfield Gardens,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 QUEENS,QUEENS,1051808,183819,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67095966777726,-73.75646108602936,"(40.67095966777726, -73.75646108602936)"
32366646,01/07/2016 11:45:11 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11413,141-22 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,,,,,ADDRESS,Springfield Gardens,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 QUEENS,QUEENS,1051808,183819,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67095966777726,-73.75646108602936,"(40.67095966777726, -73.75646108602936)"
32364121,01/07/2016 11:45:09 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10030,123 WEST  135 STREET,WEST  135 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,1000341,236043,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81454459375653,-73.94186869780427,"(40.81454459375653, -73.94186869780427)"
32363650,01/07/2016 11:43:08 PM,01/07/2016 11:43:16 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
32366105,01/07/2016 11:43:06 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11210,1830 BROOKLYN AVENUE,BROOKLYN AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,18 BROOKLYN,BROOKLYN,1000521,168231,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.628416819175676,-73.94138235423952,"(40.628416819175676, -73.94138235423952)"
32366377,01/07/2016 11:42:40 PM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,59-40 157 STREET,157 STREET,59 AVENUE,LONG ISLAND EXPRESSWAY,,,ADDRESS,FLUSHING,,Precinct,Assigned,01/08/2016 07:42:40 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 01:21:36 AM,07 QUEENS,QUEENS,1036542,208762,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73952549828759,-73.81129938974755,"(40.73952549828759, -73.81129938974755)"
32365358,01/07/2016 11:41:39 PM,,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11236,11 ROSE STREET,ROSE STREET,FARRAGUT ROAD,DEAD END,,,ADDRESS,BROOKLYN,,Precinct,Open,01/08/2016 07:41:39 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,18 BROOKLYN,BROOKLYN,1009980,173935,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64405065221767,-73.90728378210353,"(40.64405065221767, -73.90728378210353)"
32364086,01/07/2016 11:41:11 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11354,142-44 ROOSEVELT AVENUE,ROOSEVELT AVENUE,,,,,ADDRESS,Flushing,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,07 QUEENS,QUEENS,1032576,216469,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76070178673243,-73.82555565050004,"(40.76070178673243, -73.82555565050004)"
32363459,01/07/2016 11:40:57 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11204,5110 19 AVENUE,19 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 BROOKLYN,BROOKLYN,989742,167307,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62589387386334,-73.9802153573876,"(40.62589387386334, -73.9802153573876)"
32359305,01/07/2016 11:40:57 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11204,5110 19 AVENUE,19 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 BROOKLYN,BROOKLYN,989742,167307,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62589387386334,-73.9802153573876,"(40.62589387386334, -73.9802153573876)"
32360528,01/07/2016 11:40:57 PM,,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11204,5110 19 AVENUE,19 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 BROOKLYN,BROOKLYN,989742,167307,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62589387386334,-73.9802153573876,"(40.62589387386334, -73.9802153573876)"
32364531,01/07/2016 11:40:57 PM,,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11204,5110 19 AVENUE,19 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 BROOKLYN,BROOKLYN,989742,167307,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62589387386334,-73.9802153573876,"(40.62589387386334, -73.9802153573876)"
32365144,01/07/2016 11:40:57 PM,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11204,5110 19 AVENUE,19 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 BROOKLYN,BROOKLYN,989742,167307,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62589387386334,-73.9802153573876,"(40.62589387386334, -73.9802153573876)"
32361574,01/07/2016 11:40:57 PM,,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11204,5110 19 AVENUE,19 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 BROOKLYN,BROOKLYN,989742,167307,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62589387386334,-73.9802153573876,"(40.62589387386334, -73.9802153573876)"
32360131,01/07/2016 11:40:48 PM,01/08/2016 02:40:17 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,39 ESSEX STREET,ESSEX STREET,HESTER STREET,GRAND STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 07:40:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2016 11:48:49 PM,03 MANHATTAN,MANHATTAN,987170,200184,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71613509166252,-73.98946661078074,"(40.71613509166252, -73.98946661078074)"
32364398,01/07/2016 11:40:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11101,42-22 27 STREET,27 STREET,QUEENS PLZA,42 RD,,,ADDRESS,Long Island City,,N/A,Open,,,,02 QUEENS,QUEENS,1000794,212420,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.749704910144565,-73.94029033590486,"(40.749704910144565, -73.94029033590486)"
32363362,01/07/2016 11:39:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11215,,,,,5 AVENUE,12 STREET,INTERSECTION,BROOKLYN,,N/A,Open,,,,06 BROOKLYN,BROOKLYN,987633,182419,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6673741037703,-73.9878053406249,"(40.6673741037703, -73.9878053406249)"
32361067,01/07/2016 11:38:58 PM,,NYPD,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,,24 KOSCIUSZKO STREET,KOSCIUSZKO STREET,,,,,,,,,Unassigned,01/08/2016 07:38:58 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
32363197,01/07/2016 11:38:48 PM,01/08/2016 12:39:22 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,396 WEST BROADWAY,WEST BROADWAY,BROOME STREET,SPRING STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 07:38:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 12:39:22 AM,02 MANHATTAN,MANHATTAN,983612,203096,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72412828893793,-74.00230174943087,"(40.72412828893793, -74.00230174943087)"
32362584,01/07/2016 11:38:16 PM,01/08/2016 12:59:25 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,226 AVENUE Z,AVENUE Z,WEST 16 STREET,WEST 15 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 07:38:16 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 12:59:25 AM,13 BROOKLYN,BROOKLYN,988476,152264,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.584604604232055,-73.98478546843366,"(40.584604604232055, -73.98478546843366)"
32363211,01/07/2016 11:38:07 PM,01/08/2016 12:36:10 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,,,,,THOMPSON STREET,SPRING STREET,INTERSECTION,NEW YORK,,Precinct,Closed,01/08/2016 07:38:07 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 12:36:10 AM,02 MANHATTAN,MANHATTAN,983524,203370,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.724880345694245,-74.00261926166891,"(40.724880345694245, -74.00261926166891)"
32360857,01/07/2016 11:37:57 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11217,546 DEAN STREET,DEAN STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,08 BROOKLYN,BROOKLYN,991947,187413,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68107881059414,-73.97224901449466,"(40.68107881059414, -73.97224901449466)"
